id,thread_id,answer_id,body,score,creation_date,owner_id,owner_reputation,is_accepted
788,492,35467446,"<p>there are fancy ways to do it. But if you are just getting started in programming i recomend a simple approach:</p>

<p>Add this to your code.</p>

<pre><code>@Override
public String toString() {
    return ""My guitar is an "" + guitarMake + "","" + "" "" + guitarModel + ""  which is a "" + 
    numOfStrings + ""-string, electric guitar."" + ""\nThe standard tuning for this guitar is as follows(from low to high): "" 
    + notes + ""."" + ""\nIt has "" + jumboFrets + "" jumbo frets on a "" + neckType + "", a "" + fingerBoard + 
    "" fingerboard and pearl, dot inlays."" + ""\nIt also has dual "" + humPickUps + 
    "" humbucker pickups which is perfect for some sweet metal action!"" + 
    ""\nIs this 7-string beauty tuned up and ready to play?: "" + tuned +   ""\nAre you ready?"";
}
</code></pre>
",3,2016-02-17 20:49:34.000000 +00:00,3357358,525,0
789,493,79268934,"<p>To use the ARM version with the latest data bricks clusters 15.4 or later set the environment variable value to</p>
<p><code>JNAME=zulu17-ca-arm64</code></p>
<p>and restart the cluster.</p>
",0,2024-12-10 16:10:39.000000 +00:00,866670,2163,0
790,493,76032390,"<p>I just tested on the DBR 11.3, 13.0 &amp; 12.2 and everything works just fine. As <a href=""https://docs.databricks.com/release-notes/runtime/10.0.html#cluster-support-for-jdk-11-public-preview"" rel=""nofollow noreferrer"">per doc</a> - add following environment variable:</p>
<pre><code>JNAME=zulu11-ca-amd64
</code></pre>
<p><a href=""https://i.sstatic.net/LT9Sq.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/LT9Sq.png"" alt=""enter image description here"" /></a></p>
<p>and you get a cluster with Java 11:</p>
<p><a href=""https://i.sstatic.net/ZoJUY.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/ZoJUY.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.sstatic.net/MaxKd.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/MaxKd.png"" alt=""enter image description here"" /></a></p>
",0,2023-04-17 06:54:37.000000 +00:00,18627,86849,1
791,494,22450619,"<p>Your Web Service should contain the <code>@WebService</code> annotation. Check also the other <a href=""http://docs.oracle.com/cd/E11035_01/wls100/webserv/jws.html#wp220946"" rel=""nofollow"">requirements</a>.</p>
",0,2014-03-17 09:25:25.000000 +00:00,1012022,1722,0
792,495,79268744,"<p>This might be a misconception:</p>
<blockquote>
<p>The MSAL responds with the token as expected.</p>
</blockquote>
<p>You're acquiring an access-token for an application, but the application-identifier is <code>&quot;null/null&quot;</code>.</p>
<p>When the access-token has property value <code>mApplicationIdentifier = &quot;null/null&quot;</code>,<br/>
the <a href=""https://learn.microsoft.com/en-us/entra/msal/android/msal-configuration?source=recommendations#authorities"" rel=""nofollow noreferrer""><code>authorities</code></a> might not be configured properly or the broker might not work.</p>
<p>I'd assume that the access-token is not being requested with the proper <a href=""https://learn.microsoft.com/en-us/entra/msal/android/common-token-and-sigin-parameters#acquiretokenparameters"" rel=""nofollow noreferrer""><code>AcquireTokenParameters</code></a> or <a href=""https://learn.microsoft.com/en-us/entra/msal/android/common-token-and-sigin-parameters#acquiretokensilentparameters"" rel=""nofollow noreferrer""><code>AcquireTokenSilentParameters</code></a>; and that <code>mApplicationIdentifier</code> needs to have a matching application-identifier <code>String</code> value (unless it is not supposed to be <code>&quot;null/null&quot;</code> in that mode).</p>
<ul>
<li><p><a href=""https://learn.microsoft.com/en-us/java/api/com.microsoft.identity.client.singleaccountpublicclientapplication?view=azure-java-stable"" rel=""nofollow noreferrer""><code>SingleAccountPublicClientApplication</code></a></p>
</li>
<li><p><a href=""https://github.com/AzureAD/microsoft-authentication-library-for-android/blob/dev/msal/src/main/res/raw/msal_default_config.json"" rel=""nofollow noreferrer""><code>msal/src/main/res/raw/msal_default_config.json</code></a></p>
</li>
<li><p><a href=""https://learn.microsoft.com/en-us/entra/identity-platform/scopes-oidc#the-default-scope"" rel=""nofollow noreferrer""><code>.default</code> scope</a></p>
</li>
<li><p><a href=""https://learn.microsoft.com/en-us/entra/msal/android/single-sign-on#sso-through-brokered-authentication"" rel=""nofollow noreferrer"">
SSO through brokered authentication</a></p>
</li>
<li><p><a href=""https://learn.microsoft.com/en-us/training/modules/azure-java-app-enable-authentication-authorization/5-exercise-sign-in-with-msal"" rel=""nofollow noreferrer"">Exercise: Sign in users with MSAL</a></p>
</li>
</ul>
<hr />
<p>Look ...</p>
<p><a href=""https://github.com/AzureAD/microsoft-authentication-library-for-android/blob/dev/msal/src/main/res/values/strings.xml#L12"" rel=""nofollow noreferrer""><code>&lt;string name=&quot;broker_helper_package&quot;&gt;Package name to enter when registering app&lt;/string&gt;</code></a></p>
<p>The <code>redirect_uri</code> is not always <code>https://</code> but may be <code>msauth://</code>.</p>
",1,2024-12-10 15:09:39.000000 +00:00,549372,76008,0
793,497,79268886,"<p>Any non SDK interface is automatically &quot;hidden&quot;, and can only be accessed in some specific scenarios
<a href=""https://cs.android.com/android/platform/superproject/main/+/main:frameworks/base/services/core/java/com/android/server/pm/parsing/pkg/AndroidPackageUtils.java;l=236"" rel=""nofollow noreferrer"">AndroidPackageUtils</a></p>
<ol>
<li>Platform Signed Apps. If an app is signed with the same signing key as the system image, it will be allowed to access hidden APIs.</li>
<li>Whitelisted System Apps: If a system app (that is installed as part of the system image build) is added to the hiddenapi-package-whitelist.xml file, then that system app will be allowed to access hidden APIs.</li>
<li>With AndroidManifest tag: If a system app includes the tag android:usesNonSdkApi=&quot;true&quot; in it’s Manifest, then that system app will be allowed to access hidden APIs.</li>
</ol>
<p>Any other way would involve extensive modification of AOSP SDK interfaces, and also requires modifying <code>build/soong/scripts/check_boot_jars/package_allowed_list.txt</code></p>
",0,2024-12-10 15:52:51.000000 +00:00,12519442,153,1
794,499,79207280,"<p>Good that you got it sorted using the factory method, which has an unbounded type parameter allowing the compiler to infer/fill in the type for you.</p>
<p>It is important to note that <code>Behavior&lt;Message&gt;</code> is in fact not generally convertible to <code>Behavior&lt;Object&gt;</code>.</p>
<p>A <code>Behavior&lt;Message&gt;</code> means that actors spawned with the behavior can handle messages of type <code>Message</code> and subtypes of <code>Message</code>. <code>Object</code> is not a subtype but a supertype of <code>Message</code> and would mean that you can send any object you want to the actor, which would fail because that is now what it can handle.</p>
",0,2024-11-20 12:49:14.000000 +00:00,1219125,11459,0
795,500,79268758,"<p>My best answer would be to <a href=""https://youtrack.jetbrains.com/newIssue?project=IDEA"" rel=""nofollow noreferrer"">open a ticket with JetBrains</a>. If you give them your example project, they may be able to fix this problem. I'd also make sure they don't try to merge it into <a href=""https://youtrack.jetbrains.com/issue/IDEA-235305/Cannot-use-test-fixtures-marked-as-test-sources"" rel=""nofollow noreferrer"">IDEA-235305</a> (like they did with <a href=""https://youtrack.jetbrains.com/issue/IDEA-363863/Classes-in-Test-fixtures-cannot-be-resolved"" rel=""nofollow noreferrer"">IDEA-363863</a>), which hasn't even been <em>looked</em> at since 2019. They also said this was fixed in <a href=""https://youtrack.jetbrains.com/issue/IDEA-302560/Gradle-testFixtures-Cannot-resolve-symbol"" rel=""nofollow noreferrer"">IDEA-302560</a>, but it obviously wasn't.</p>
<p>(I would love to have a REAL fix for you, but I don't have enough reputation to even <em>comment</em> on your question. Otherwise, I'd say, &quot;<strong>This is happening to me too!</strong>&quot; I really want to add this testFixtures thing to my work projects, but if IntelliJ is going to barf on resolving them, that's dead in the water.)</p>
",0,2024-12-10 15:12:33.000000 +00:00,9340373,1,0
796,500,79240719,"<p>Try invalidating caches and restarting IntelliJ (File -&gt; Invalidate Caches -&gt; Invalidate and Restart). If that doesn't work, you can explicitly configure the test fixtures source set in your core module's build.gradle by adding:</p>
<p><strong>build.gradle</strong></p>
<pre><code>idea {
    module {
        testSourceDirs += file('src/testFixtures/java')
        testResourceDirs += file('src/testFixtures/resources')
    }
}
</code></pre>
<p>Additionally, make sure the Gradle tool window shows the correct project structure by refreshing the Gradle project (click the &quot;Reload All Gradle Projects&quot; button in the Gradle tool window). If the issue persists, try reimporting the project by closing it, deleting the .idea folder and all *.iml files, then reopening the project in IntelliJ and letting it rebuild the project structure from the Gradle configuration.</p>
",0,2024-12-01 00:40:28.000000 +00:00,28563124,46,0
797,502,79268702,"<p>I use an application scoped <code>jakarta.ws.rs.client.ClientRequestFilter</code> :</p>
<pre><code>@SuppressWarnings(&quot;serial&quot;)
@ApplicationScoped
public class AuthorizationFilter implements ClientRequestFilter, Serializable {
    @Inject
    @RestClient
    private TokenClient client;
    
    @Inject
    @ConfigProperty(name=&quot;client_id&quot;)
    private String clientId;

    @Inject
    @ConfigProperty(name=&quot;client_secret&quot;)
    private String clientSecret;

    private long expirationTimestamp;
    private AccessTokenResponse token;

    @Override
    public void filter(ClientRequestContext req) throws IOException {
        if(req.getHeaderString(HttpHeaders.AUTHORIZATION) == null) {
            if(this.expirationTimestamp &lt; System.currentTimeMillis()) {
                TokenParam param = new TokenParam();
                param.setClientId(clientId);
                param.setClientSecret(clientSecret);
                this.token = client.createToken(param);
                this.expirationTimestamp = this.token.getExpiresIn() * 1000 + System.currentTimeMillis();
            }
            req.getHeaders().add(HttpHeaders.AUTHORIZATION, &quot;Bearer &quot; + token.getToken());
        }
    }
}
</code></pre>
<p>Rest client to fetch token :</p>
<pre><code>@RegisterRestClient
@Produces(MediaType.APPLICATION_JSON)
public interface TokenClient {

    @POST
    @Consumes(MediaType.APPLICATION_FORM_URLENCODED)
    AccessTokenResponse createToken(@BeanParam TokenParam param);
}
</code></pre>
<p>And the beans :</p>
<pre><code>public class AccessTokenResponse implements Serializable {
    @JsonbProperty(&quot;access_token&quot;)
    private String token;

    @JsonbProperty(&quot;expires_in&quot;)
    private long expiresIn;
}

public class TokenParam implements Serializable {

    @FormParam(&quot;client_id&quot;)
    private String clientId;

    @FormParam(&quot;client_secret&quot;)
    private String clientSecret;
}
</code></pre>
<p>And finally you register the filter in your REST clients:</p>
<pre><code>@RegisterRestClient
@RegisterProvider(AuthorizationFilter.class)
@Produces(MediaType.APPLICATION_JSON)
interface SomeThirdPartyApiClient {
  //call endpoint
}
</code></pre>
",0,2024-12-10 14:57:32.000000 +00:00,14946729,705,0
798,502,64190495,"<p>There isn't any way to pass it at annotation level, through eclipse microprofile configuration, the only way to pass a dynamic token is by adding</p>
<p><code>@HeadParameter(&quot;Authorization&quot;) authString</code>
in your rest call, in case you are using jwt, usually you can inject the JsonWebToken and do all the checks with this object, so you wouldn't need that parameter, however, you can add it and just ignore, than in your rest client method declaration you have to add it too (as I seen your case you did it already, just assure the order of parameters is the same), and the restclient will be able to pass the token though the header (you need to pass &quot;Bearer &quot;+tokenString), but you need to access to the code of your rest service.</p>
",0,2020-10-04 01:48:20.000000 +00:00,3688170,1249,0
799,502,61047829,"<p>As discussed with iabughosh, there seems to be no automatic way of doing what I want to do. Instead I have written the code myself as suggested by iabughosh. I went with the route of catching errors in the call. If the error has a 401 status, then I retrieve a new token and retry the call. </p>

<p>When the application starts and has no token yet, the first call always causes a 401 and then I get the first token. The next 401 appears only when the token expires (or was removed by a server admin prematurely) so then I simply get the token and do the call again. </p>

<p>As for now this seems to work just fine. I'll have to see how it turns out in production when there are a lot of (parallel) calls. If I find a better solution, I'll try to remember this question and update it accordingly.</p>
",0,2020-04-05 18:55:41.000000 +00:00,1708462,6409,0
800,506,71948399,"<p>The first thing you need to know is that SpringBoot will automatically scan the @SpringBootApplication annotation for the relevant classes in the package and inject them into the container, or use the @scanBasepackages annotation to define the location of the custom scan, so your test class will load DummyApplicationContext class. Spring will help you to load the com sodved. Itestcase0. App. Itest child bag class, so led to can not find AppService, you can try to put the DummyApplicationCon Text class migrated to com. Sodved. Itestcase0. App package, and then see if there are any problems</p>
",1,2022-04-21 02:56:51.000000 +00:00,18744134,19,0
801,507,79268116,"<p>To insert a non-breaking space in PhpStorm or any software, you do not need to install Persian (Standard). This operation is not performed by the software itself; it's related to the operating system. In Windows, this can be done with the shortcut key <strong>Shift + Ctrl + 2</strong> (you must have the language set to Persian). However, in PhpStorm, this shortcut is already assigned to another function.</p>
<p>To avoid the need to install Persian (Standard) and to prevent the hassle of switching between normal and standard Persian, you need to remove this shortcut from PhpStorm. To do this, go to <strong>Settings</strong>, then navigate to the <strong>Keymap</strong> section, and search for <strong>mark</strong>. You will find the following option after scrolling down slightly:
<a href=""https://i.sstatic.net/x0j481iI.png"" rel=""nofollow noreferrer"">enter image description here</a></p>
<p>As you can see in the screenshot, I removed the option <strong>Toggle Bookmark 2</strong>, which was assigned to the shortcut <strong>Ctrl + Shift + 2</strong>. From now on, without needing to install Persian (Standard), I can create a non-breaking space using this default Persian language in the operating system by pressing <strong>Ctrl + Shift + 2</strong>.</p>
",-1,2024-12-10 11:44:24.000000 +00:00,23315111,1,0
802,507,75775026,"<p>You must change your keyboard to Persian (standard). you can do it in the following way</p>
<p>Start &gt; Settings &gt; Time &amp; Language &gt; Language then under Preferred languages click on your language (in this case Persian) after that click on the option button and then pick Persian (standard) keyboard. after you did that you can use half-space with Shift + Space in webStorm or any other programs</p>
",1,2023-03-18 09:42:34.000000 +00:00,15678620,1250,0
803,507,67325640,"<p>You can use Persian standard keyboard and add semi-space by SHIFT+SPACE</p>
",3,2021-04-29 22:02:34.000000 +00:00,12831209,108,0
804,507,61585778,"<p>change your keyboard to Persian(fa,فا) and try this shortcut key</p>

<p>alt+0157</p>

<p>for Example: میباشد</p>

<p>Output: می‌باشد</p>
",11,2020-05-04 05:37:01.000000 +00:00,5295519,479,0
805,507,55100287,"<p>You can add shortcut text in Android Studio.
Like this:
lorem   ->Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris....</p>
",1,2019-03-11 10:57:21.000000 +00:00,4573455,49,0
806,507,50579450,"<p>i write my text in notepad with semi-space (CTRL+SHIFT+2) then copy that to Android Studio.</p>
",4,2018-05-29 08:13:59.000000 +00:00,6763568,686,0
807,507,50577332,"<p>In Android Studio (Java and XML), we must use this method to write semi-space. \u200c</p>

<p>For instance: این متن تست می\u200cباشد</p>

<p>Output: این متن تست می‌باشد</p>
",25,2018-05-29 06:04:51.000000 +00:00,2545982,744,1
808,509,79268552,"<p>So, this might help someone out there. I experienced this and tried everything from the above. But what worked for me is delete all the entries in Add Content Root of &quot;each&quot; modules
<a href=""https://i.sstatic.net/jtEVR1uF.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/jtEVR1uF.png"" alt=""enter image description here"" /></a></p>
",0,2024-12-10 14:07:59.000000 +00:00,9495573,433,0
809,509,79211461,"<p>One of the above answers might work in your case. In my case, it didn't - purely because of my own ignorance.</p>
<p>I had hardcoded an older java home path a long time back in my local gradle properties file in <code>~/.gradle/gradle.properties</code></p>
<p>Removing that stale entry fixed my issue.</p>
",0,2024-11-21 13:50:59.000000 +00:00,5132408,379,0
810,509,78263964,"<p>I was running into this problem on GitHub Actions, building an APK with flutter. I setup Java with a specific version:</p>
<pre><code>    - uses: actions/setup-java@v4
      with:
        distribution: 'temurin'
        java-version: '17'
    - run: java --version

</code></pre>
<p>GitHub Actions was using version 11.</p>
",2,2024-04-02 20:41:32.000000 +00:00,1320237,14773,0
811,509,77132321,"<p>reset the JDK to 17.0.4 in .bash_profile works for me.</p>
",0,2023-09-19 07:04:11.000000 +00:00,13946305,21,0
812,509,76815841,"<p>Set to the (gradle) project config and commit. By saving this, you will help all your project contributors, in contrast to your local IDE Settings.</p>
<h2>If you use build.gradle.kts</h2>
<pre><code>java {
  toolchain {
    languageVersion.set(JavaLanguageVersion.of(17))
  }
}
</code></pre>
<h2>If you use build.gradle</h2>
<pre><code>java {
  toolchain {
    languageVersion = JavaLanguageVersion.of(17)
  }
}
</code></pre>
<p>as few other answers mentioned.</p>
<h2>IntelliJ IDEA(⌘,) -&gt; Gradle JVM (in search bar)</h2>
<p>The global UI Settigs, as <a href=""https://stackoverflow.com/a/70215091/601844"">the accepted answer suggests</a>, would also help. But be aware of the instability:</p>
<ol>
<li>It would still fail if you re-build with a terminal command <code>./gradlew assemble</code>.</li>
<li>The setting is global. So you would need to be back to it each time you switch between 11 and 17 projects.</li>
<li>You would need to instruct each developer in the team to do the same UI exercise.</li>
</ol>
",2,2023-08-01 23:56:05.000000 +00:00,601844,10820,0
813,509,76741337,"<p>Verify that you are using the <strong>same JDK version</strong> to <strong>compile and run</strong> the program.</p>
<p>I also faced a similar problem. but changing the gradle JVM did not solve my problem.
My problem was that two versions of JDK were installed in my system.
the <code>java</code> command run with JDK 17 but the <code>javac</code> command run with JDK 11.</p>
<p>I deleted the JDK 11 and the problem was solved.</p>
",1,2023-07-21 21:28:48.000000 +00:00,22024689,524,0
814,509,76205481,"<p>If your project is using maven, go to
Run &gt; Edit Configurations.. &gt; Maven &amp; choose your maven project &gt; checked 'Inherit from settings'</p>
<p>this solving my problem.</p>
<p><a href=""https://i.sstatic.net/Jcunr.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/Jcunr.png"" alt=""enter image description here"" /></a></p>
",0,2023-05-09 02:31:39.000000 +00:00,560773,559,0
815,509,75927794,"<p>Below process worked for me: File -&gt; Project Structure -&gt; Platform Settings -&gt; SDKs -&gt; <em>jdk-17.0.5</em>[for me](ADD JDK Required version either from disk or download it)</p>
",2,2023-04-04 09:35:36.000000 +00:00,6102097,1740,0
816,509,75462080,"<p>Had the same problem, tried everything said above but no luck.</p>
<p>Then saw this path <code>C:\Program Files\Common Files\Oracle\Java\javapath</code> present in Systesm variable <code>path</code>. Deleting it solved the issue.</p>
<p><strong>Note</strong>: Don't forget to restart the terminal.</p>
",0,2023-02-15 15:34:55.000000 +00:00,1707976,2620,0
817,509,72890216,"<p>A picture is worth a thousand words!</p>
<p><strong>Go to preferences and change Gradle JVM.</strong></p>
<p><a href=""https://i.sstatic.net/iVbHB.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/iVbHB.png"" alt=""enter image description here"" /></a></p>
",62,2022-07-06 21:48:06.000000 +00:00,4312720,1819,0
818,509,73478896,"<p>in build.gradle set sourceCompatibility = '11' not sourceCompatibility = '17'</p>
",4,2022-08-24 20:02:30.000000 +00:00,19840864,41,0
819,509,71512969,"<p>There could be many reasons due to which this error is thrown by intellij</p>
<ul>
<li>Check your JAVA_HOME -&gt;</li>
</ul>
<pre><code>echo $JAVA_HOME
</code></pre>
<p>if JAVA_HOME is not correct, update the JAVA_HOME environment variable.</p>
<ul>
<li>check if the project structure in IntelliJ is correct.</li>
</ul>
<pre><code>File &gt; Project Structure &gt; Project Setting &gt; Project -&gt; SDK and Language level should match

File &gt; Project Structure &gt; Project Setting &gt; Modules -&gt; Language Level should match with SDK
</code></pre>
<ul>
<li>Check and fix settings in preferences are correct</li>
</ul>
<pre><code>Preferences &gt; Build, Execution and Deployment &gt; Gradle &gt; Gradle JVM should match with SDK (Preferences &gt; Build, Execution and Deployment &gt; maven if you're using maven)

Preferences &gt; Build, Execution and Deployment &gt; Compiler &gt; Java Compiler &gt; Project Bytecode version (this should match with your SDK as well)
</code></pre>
",6,2022-03-17 13:16:49.000000 +00:00,5075658,757,0
820,509,71479311,"<p>Set Gradle JVM to target build jvm</p>
<p>File -&gt; Settings.. -&gt;<a href=""https://i.sstatic.net/Qzhlk.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/Qzhlk.png"" alt=""enter image description here"" /></a></p>
",43,2022-03-15 08:48:44.000000 +00:00,7924858,2016,0
821,509,71275892,"<p>I was running into this issue, <strong>only when building from terminal</strong>, while the <strong>execution from the IntelliJ Run Configuration works</strong></p>
<p>The reason is probably, that I had downloaded the JDK from the relatively new way of doing it directly from the IDE</p>
<p><a href=""https://i.sstatic.net/GrsXo.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/GrsXo.png"" alt=""enter image description here"" /></a></p>
<p>My guess is, that this JDK with its path that is set here</p>
<p><a href=""https://i.sstatic.net/btVvN.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/btVvN.png"" alt=""enter image description here"" /></a></p>
<p>Is only known to IntelliJ and likely dynamically <strong>passed to Gradle</strong> when running a run configuration, and <strong>not known to Gradle itself</strong>.</p>
<p>I tried to figure out what is happening, so I've added this task which in both cases prints the same path to an older local JDK.</p>
<pre><code>tasks.build.doFirst {
    println &quot;used jdk path: &quot; + System.getenv('JAVA_HOME')
}
</code></pre>
<blockquote>
<p>C:\Program
Files\GraalVM\graalvm-ce-java11-21.1.0</p>
</blockquote>
<p>Afterwards I've <strong>deleted the old JDK under that path and retried both</strong>, run configuration and terminal execution. Now the <strong>run configuration still works</strong>, while <strong>printing</strong> the same <strong>invalid JDK path</strong>, and the <strong>terminal execution fails</strong> with</p>
<blockquote>
<p>ERROR: JAVA_HOME is set to an invalid directory: C:\Program
Files\GraalVM\graalvm-ce-java11-21.1.0</p>
<p>Please set the JAVA_HOME variable in your environment to match the
location of your Java installation.</p>
</blockquote>
<p>I had expected the error in both cases, but it seems the JAVA_HOME directory is <strong>not necessarily used</strong> and in some way other than with the env variable, IntelliJ has to tell Gradle to use the right JDK from the <strong>.jdks directory</strong>.</p>
<p><strong>This is just an assumption, if anyone has an explanation I'd appreciate it, especially how Gradle is able to know what JDK to use.</strong></p>
",1,2022-02-26 10:30:44.000000 +00:00,2324388,17517,0
822,509,71133166,"<p>you can define <code>org.gradle.java.home</code> in  <code>~/.gradle/gradle.properties</code> like:</p>
<pre><code>org.gradle.java.home=/path/to/jdk17
</code></pre>
<p>this will cover both <code>gradle</code> cli and default value for IntelliJ (if not specified otherwise)</p>
<p>(windows users file at <code>C:\Users\&lt;username&gt;\.gradle\gradle.properties</code>)</p>
",2,2022-02-15 20:45:08.000000 +00:00,2693608,1172,0
823,509,70215091,"<p>In intellij just set Gradle JVM to Java version 17.</p>
<p>&quot;File -&gt; Settings.. -&gt; Build, Execution, Deployment -&gt; Build Tools -&gt; Gradle&quot;
there select your project and set Gradle JVM to your java 17.0.1</p>
",454,2021-12-03 13:28:36.000000 +00:00,9311905,4556,1
824,509,69705111,"<p>If you start your project from a main method directly invoked from Intelij then the missing dialog execution configurations may be the cause of the  error.</p>
<p>Always check the execution configurations to make sure the correct JRE folder is plugged in. In latest versions of jdk there is not a specific jre folder but the complete jdk package, so make sure it points at this folder.</p>
<p><a href=""https://i.sstatic.net/D4Qcy.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/D4Qcy.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.sstatic.net/oKiVJ.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/oKiVJ.png"" alt=""enter image description here"" /></a></p>
",1,2021-10-25 08:47:20.000000 +00:00,7237884,18644,0
856,534,79002531,"<p>In my case I accidentally left an androidTestAnnotationProcessor when migrating to ksp. Removing that from my build.gradle solved the problem.</p>
<p>Error:</p>
<pre><code>javax.annotation.processing.FilerException: Attempt to recreate a file for type com.example.DaggerTestAppComponent
</code></pre>
<p>build.gradle:</p>
<pre><code>dependencies {
  ...
  kspTest &quot;com.google.dagger:dagger-compiler:$project.daggerVersion&quot;
  androidTestAnnotationProcessor &quot;com.google.dagger:dagger-compiler:$project.daggerVersion&quot; &lt;-- Remove this
  
}
</code></pre>
",0,2024-09-19 12:29:34.000000 +00:00,2169573,141,0
825,509,69696435,"<p>The message typically entails that your <em>JAVA_HOME</em> environment variable points to a different <em>Java</em> version.</p>
<p>Here are the steps to follow:</p>
<ul>
<li>Close <em>IntelliJ IDEA</em></li>
<li>Open a terminal window and check your <em>JAVA_HOME</em> variable value:
<ul>
<li>*nix system: <code>echo $JAVA_HOME</code></li>
<li>Windows system: <code>echo %JAVA_HOME%</code></li>
</ul>
</li>
<li>The <em>JAVA_HOME</em> path should be pointing to a different path, then set it to the <em>openjdk-17</em> path:
<ul>
<li>*nix system: <code>export JAVA_HOME=/path/to/openjdk-17</code></li>
<li>Windows system: <code>set JAVA_HOME=path\to\openjdk-17</code></li>
</ul>
</li>
<li>Open your project again in <em>IntelliJ IDEA</em></li>
<li>Make sure to set both <em>source</em> and <em>target</em> compatibility versions (not only the <code>sourceCompatibility</code>)</li>
</ul>
<p>You should be able to build your project.</p>
<h2>EDIT: Gradle Toolchain</h2>
<p>You may need also to instruct <em>Gradle</em> to use a different <em>JVM</em> than the one it uses itself by setting the <em>Java</em> plugin toolchain to your target version:</p>
<pre><code>// build.gradle
java {
    toolchain {
        languageVersion = JavaLanguageVersion.of(17)
    }
}
</code></pre>
",31,2021-10-24 11:47:33.000000 +00:00,2106516,16284,0
826,509,69696521,"<p>Set JAVA_ HOME TO JDK 17  and check this by Opening cmd -&gt; javac. This should return the current version of java set in your machine</p>
",2,2021-10-24 11:58:35.000000 +00:00,17233734,21,0
827,511,79252227,"<pre><code>import javax.ws.rs.GET;
</code></pre>
<p>replaced by</p>
<pre><code>import jakarta.ws.rs.GET;
</code></pre>
<p>reprogramming needed</p>
<p><a href=""https://docs.openrewrite.org/recipes/java/migrate/jakarta/jacksonjavaxtojakarta"" rel=""nofollow noreferrer"">https://docs.openrewrite.org/recipes/java/migrate/jakarta/jacksonjavaxtojakarta</a></p>
<p>I was trying the openapifeature under camel cxfrs
It turned out that the following is needed in cxfrs
I use the camel main to start my java dsl</p>
<p>openApiFeature.setRunAsFilter(true);</p>
<p>AND USE THE FOLLOWING
com.fasterxml.jackson.jaxrs.json.JacksonJaxbJsonProvider</p>
",0,2024-12-04 17:48:17.000000 +00:00,28629648,1,0
828,511,33953028,"<p>You need an HTTP method such as <code>@GET</code>:</p>

<pre><code>@GET
@Path(""/hello"")
@Produces(""text/html"")
public String hello(@RequestBody String payload) {

    return ""OK"";
}
</code></pre>
",8,2015-11-27 08:21:50.000000 +00:00,248082,10039,1
829,513,79268451,"<p>As <a href=""https://stackoverflow.com/users/26537493/dmitry543"">@dmitry543</a> said is all right, however in point 3. you can just tell your Angular to use hash locations:</p>
<pre><code>provideRouter(routes, withHashLocation())
</code></pre>
<p>so, you do not need to configure Spring Boot to forward any thing.</p>
",0,2024-12-10 13:39:31.000000 +00:00,11536241,46,0
830,513,79267775,"<p>Yes, it is possible to integrate Spring Boot with Angular so they would run in one project. Try to follow this steps:</p>
<ol>
<li><p>Build the Angular Application with an Angular CLI. Ready files should be generated in the dist/ folder.</p>
</li>
<li><p>Copy those files in the directory of your Spring Boot project. It is usually src/main/resources/static directory.</p>
</li>
<li><p>Configure Routing in Angular. If your Angular app uses client-side routing, you need to configure Spring Boot to forward all unknown requests to index.html so the Angular router can handle them.</p>
</li>
<li><p>Run or Package the Spring Boot Application.</p>
</li>
<li><p>Access Your Application. Once the Spring Boot application is running, both the frontend and backend will be accessible from the same URL (e.g., http://localhost:8080).</p>
</li>
</ol>
<hr />
<p>If your application becomes bigger, it is better to separate the frontend and backend for scalability reasons.
You should also check that your build process integrates this approach if you're automating CI/CD pipelines.</p>
<p>You can also check this <a href=""https://www.bezkoder.com/integrate-angular-spring-boot/"" rel=""nofollow noreferrer"">tutorial</a>.</p>
",2,2024-12-10 09:55:06.000000 +00:00,26537493,381,0
831,513,79267692,"<p>Yes.</p>
<p>You can build the frontend and copy it over to the static resources of your Spring Boot application.</p>
<p>You can create a task in Gradle / Maven that will copy over the frontend build files from your frontend project (should be the &quot;dist&quot; folder since you're using Angular) and copy it over to /resources/static in your Spring Boot Application.</p>
<p>Articles such as <a href=""https://www.baeldung.com/spring-mvc-static-resources"" rel=""nofollow noreferrer"">this one</a> explain this really well.</p>
",0,2024-12-10 09:33:50.000000 +00:00,12852531,151,0
